,Article Title,Article Date
6,"UPDATE 1-Cannae, Senator can call special meeting on CoreLogic, financing set",Jun 30 2020
7,Firms in India downplay Chinese links amid wave of anti-China sentiment,Jun 30 2020
8,"UPDATE 2-Brazil's debt and deficit hit record highs in May, outlook darkens",Jun 30 2020
9,EMERGING MARKETS-Brazil stocks set for best quarter since 2003; Real down,Jun 30 2020
0,"UPDATE 1-Brazil's Guedes sees public deficit above 15% of GDP, debt above 100%",Jun 30 2020
1,FOREX-U.S. dollar posts modest gains on renewed virus fears,Jun 30 2020
2,"Cannae, Senator can call special meeting at CoreLogic, financing set",Jun 30 2020
3,"Brazil debt could top 100% of GDP, primary deficit above 15% - Economy Minister Guedes",Jun 30 2020
4,TREASURIES-Yields dip as U.S. coronavirus cases surge,Jun 30 2020
5,"ECB sees slow post-virus recovery, will adjust PEPP aid to situation - Schnabel",Jun 30 2020
6,"Baltic index inches up, sees best month on record",Jun 30 2020
7,UPDATE 2-Canada GDP likely to rise 3% in May on gradual reopening,Jun 30 2020
8,CORRECTED-Canada GDP plunges a record 11.6% in April,Jun 30 2020
9,CORRECTED-UPDATE 1-Canada GDP likely to rise 3% in May on gradual reopening,Jun 30 2020
0,"US STOCKS-Virus fears keep S&P 500, Dow subdued after strong quarterly rebound",Jun 30 2020
1,"UPDATE 2-IRB restates 2019 net income, cuts it by 31% due to accounting irregularities",Jun 30 2020
2,CANADA FX DEBT-C$ pares monthly gain as data shows record economic contraction,Jun 30 2020
3,GRAPHIC-How coronavirus became a market inferno and what was done to douse it,Jun 30 2020
4,CANADA STOCKS-TSX falls at open as energy stocks weigh,Jun 30 2020
5,"US STOCKS SNAPSHOT-S&P 500, Dow dip at open on virus fears, U.S.-China tensions",Jun 30 2020
6,"UPDATE 2-Brazil unemployment hits 12.9%, jobs market notches raft of grim records",Jun 30 2020
7,Nasdaq's $1.2 trln biotech index draws Europe's COVID drug hunters,Jun 30 2020
8,"Chile jobless rate hits 11.2% during pandemic, new record in a decade",Jun 30 2020
9,US STOCKS-Wall St set for lower open after strong quarterly rebound,Jun 30 2020
0,"Brazil's public sector debt, deficit hit record highs in May - central bank",Jun 30 2020
1,Wirecard's former boss faces criminal complaint in Austria,Jun 30 2020
2,UPDATE 2-Global COVID-19 prevention trial of hydroxychloroquine to resume,Jun 30 2020
3,UK Labour leader says: nothing new in Johnson's 'new deal',Jun 30 2020
4,PRESS DIGEST-Canada - June 30,Jun 30 2020
5,CANADA STOCKS-TSX futures drop on weaker oil prices,Jun 30 2020
6,IMF economic forecasts more pessimistic than Saudi Arabia's - c.bank governor,Jun 30 2020
7,"FOREX-Grim data keeps euro, sterling under pressure",Jun 30 2020
8,Greenland gold miner AEX Gold eyes London listing,Jun 30 2020
9,GCC economies expected to shrink by 7.6% this year - IMF,Jun 30 2020
0,"GLOBAL MARKETS-European shares pick up, dollar gains before quarter-end",Jun 30 2020
1,"New rules may be needed for payments in wake of Wirecard, BIS boss says",Jun 30 2020
2,UK's Johnson says on Huawei: we must protect from 'hostile state vendors',Jun 30 2020
3,US STOCKS-Virus fears lead futures lower after strong quarterly rebound,Jun 30 2020
4,Coming soon to a 3D printer near you: Plant-based steaks,Jun 30 2020
5,"RPT-Powell, Mnuchin enter the lion's den again to discuss pandemic response",Jun 30 2020
6,"British PM promises ""infrastructure revolution"", more house building",Jun 30 2020
7,"GRAPHIC-Valuations, yields help stocks sustain lead over main street",Jun 30 2020
8,This is the moment to address decades-old problems -UK PM Johnson,Jun 30 2020
9,Temasek looks to inject up to $100 mln in India's Zomato - Economic Times,Jun 30 2020
0,"UK PM says will not attack companies, wealth creators to fund level-up plan",Jun 30 2020
1,"We cannot continue to be prisoners of COVID crisis, says UK PM Johnson",Jun 30 2020
2,CEE MARKETS-Forint drifts to 2-month low on rate cut bets,Jun 30 2020
3,UPDATE 1-Anaemic euro zone inflation unexpectedly ticks up,Jun 30 2020
4,"Greek April retail sales drop 24.8% y/y, led by books, fuel",Jun 30 2020
5,EMERGING MARKETS-Stocks set for best quarter in nearly 11 years; currencies muted,Jun 30 2020
6,"UPDATE 1-UK COVID-19 death toll nears 55,000 including suspected cases",Jun 30 2020
7,Coronavirus strikes down global M&A as companies keep their distance,Jun 30 2020
8,GLOBAL MARKETS-European shares fall as optimism from Asian session falters,Jun 30 2020
9,German economy contracted by 12% in Q2 - DIW institute,Jun 30 2020
0,"UK COVID-19 death toll nears 55,000 including suspected cases",Jun 30 2020
1,REFILE-BRIEF-FCA Intends To Issue Benchmark Euro Denominated Bond,Jun 30 2020
2,UK furlough scheme spending passes 25 billion pounds,Jun 30 2020
3,"Pound extends falls as data shows huge GDP contraction, wide deficit",Jun 30 2020
4,"FOREX-Dollar stable, markets torn between upbeat data and virus fears",Jun 30 2020
5,UPDATE 1-Perella Weinberg to advise on NMC's fertility unit sale -sources,Jun 30 2020
6,"Quick recovery of German economy ""off the table"" - DIHK",Jun 30 2020
7,Superlong JGB yields at 15-month high on supply worry; 2-yr auction sees fair demand,Jun 30 2020
8,Japan shares end firmer as upbeat U.S. economic data lifts sentiment,Jun 30 2020
9,European shares tepid at the end of strong quarter,Jun 30 2020
0,German yields stable as traders assess ECB stimulus,Jun 30 2020
1,Perella Weinberg to advise on NMC's fertility unit sale -sources,Jun 30 2020
2,"GLOBAL MARKETS-Asia stocks up as China PMI, U.S. data help cap strong quarter despite virus woes",Jun 30 2020
3,UK regulator says COVID-19 prevention trial of hydroxychloroquine can resume,Jun 30 2020
4,Dutch May retail sales surge as lockdown fuels home improvement run,Jun 30 2020
5,UPDATE 1-Singapore c.bank says Wirecard assessing ability to continue offering local services,Jun 30 2020
6,"UPDATE 3-China's factory activity quickens, but pandemic drags on exporters and recovery",Jun 30 2020
7,Singapore c.bank says Wirecard assessing ability to continue offering local services,Jun 30 2020
8,"Powell, Mnuchin enter the lion's den again to discuss pandemic response",Jun 30 2020
9,UPDATE 3-Japan factory output slumps as economy sinks deeper in recession,Jun 30 2020
0,Tim Tam maker Arnott's loses 50 jobs in first cuts since KKR buyout,Jun 29 2020
1,Alaskan officials approve BP's sale of oil leases to Hilcorp,Jun 29 2020
2,Tokyo shares track Wall Street higher on upbeat U.S. economic data,Jun 29 2020
3,"Wirecard North America seeks buyer, distances itself from German company",Jun 29 2020
4,"Morning News Call - India, June 30",Jun 29 2020
5,FOREX-Safe-haven currencies soften as signs of recovery fan risk appetite,Jun 29 2020
6,World Bank sees Thai economy shrinking by at least 5% this year,Jun 29 2020
7,"GLOBAL MARKETS-Asia stocks up as China PMI, U.S. data cheer markets worried over coronavirus surge",Jun 29 2020
8,China service sector grows at fastest pace in 7 months in June - official PMI,Jun 29 2020
9,China's June factory activity quickens to 3-month high -official PMI,Jun 29 2020
0,RPT-Sovereign funds pile into venture capital investments in 2020,Jun 29 2020
1,"FOREX-Safe-haven currencies on defensive, sterling soft on spending plan",Jun 29 2020
2,PRESS DIGEST-British Business - June 30,Jun 29 2020
3,"GLOBAL MARKETS-Asia stocks set to rise on upbeat data, focus on China PMI",Jun 29 2020
4,Japan May industrial output drops 8.4% month/month,Jun 29 2020
5,UPDATE 1-U.S. says taxpayers must file returns by July 15 or request extension,Jun 29 2020
6,UPDATE 2-Cirque du Soleil files for bankruptcy protection as COVID-19 cancels shows,Jun 29 2020
7,UPDATE 2-Brazil's Grupo Dimed hires banks for potential share offering,Jun 29 2020
8,U.S. says taxpayers must file return by July 15 or request extension,Jun 29 2020
9,"Brazil's XP files for share offering, sees Q2 profit doubling",Jun 29 2020
0,U.S.'s Pompeo to address U.N. Security Council on Tuesday on Iran arms embargo,Jun 29 2020
1,U.S. Commerce Dept ends its special treatment for Hong Kong,Jun 29 2020
2,"Mexico could pitch fresh stimulus if necessary, deputy fin min says",Jun 29 2020
3,MOVES-Credit Suisse taps Santangelo as global co-head of healthcare,Jun 29 2020
4,UPDATE 1-U.S. still poised for 'V-shaped recovery' despite reopening setbacks -Trump adviser,Jun 29 2020
5,"GLOBAL MARKETS-Wall Street leads stocks' rebound, sterling dips",Jun 29 2020
6,"UPDATE 1-Fed's Powell stresses uncertainty, challenges facing U.S. economy",Jun 29 2020
7,EMERGING MARKETS-Latam markets muted even as Brazil's real bounces,Jun 29 2020
8,"US STOCKS-Wall St ends higher on Boeing bump, stimulus eyed",Jun 29 2020
9,UPDATE 1-Private sector participation in G20 debt relief 'essential' - IMF,Jun 29 2020
0,U.S. still poised for V-shaped recovery despite reopening setbacks -Trump adviser,Jun 29 2020
1,Chair Powell says Main Street program to be useful in months ahead,Jun 29 2020
2,"UPDATE 2-Chesapeake asks to cancel pipeline contracts, sets drilling cuts",Jun 29 2020
3,UPDATE 2-Fed opens primary market corporate bond facility,Jun 29 2020
4,"US STOCKS-Wall St ends higher on Boeing bump, stimulus eyed",Jun 29 2020
5,Deals of the day-Mergers and acquisitions,Jun 29 2020
6,FOREX-Dollar edges higher before quarter-end,Jun 29 2020
7,IMF's Gopinath says private sector participation in G20 debt relief 'essential',Jun 29 2020
8,CANADA FX DEBT-Canadian dollar holds near 4-week low in wake of ratings cut,Jun 29 2020
9,"Mexico to extend financial, housing measures to lend support in pandemic",Jun 29 2020
0,Cirque du Soleil solicita protección por bancarrota tras cancelación de shows por COVID-19,Jun 29 2020
1,UPDATE 3-U.S. Supreme Court gives president more power over consumer financial agency,Jun 29 2020
2,TREASURIES-Longer-term yields rise as risk appetite improves,Jun 29 2020
3,Financially distressed Aeromexico gets $50 million lifeline,Jun 29 2020
4,GRAPHIC-Pandemic leads to six months of global market mayhem,Jun 29 2020
5,"UPDATE 2-Canada's Alberta cuts corporate tax rate, unveils C$10 bln infrastructure program",Jun 29 2020
6,"UPDATE 1-Brazil loses 332k jobs in May, but pace slows from record fall in April",Jun 29 2020
7,"US STOCKS-Wall St gains on Boeing bump, remdesivir hopes",Jun 29 2020
8,UPDATE 5-Seven die as 'separatist' gunmen attack Pakistan Stock Exchange,Jun 29 2020
9,GLOBAL MARKETS-Wall Street leads stocks' rebound; sterling slips,Jun 29 2020
0,UPDATE 1-Fed's Daly says 'far too early' to judge U.S. recovery,Jun 29 2020
1,"Facebook, Cielo ask Brazil's antitrust watchdog to reverse decision on payments deal",Jun 29 2020
2,"Brazil sheds net 331,901 formal jobs in May - Economy Ministry",Jun 29 2020
3,Fed launches primary market corporate credit facility,Jun 29 2020
4,"US STOCKS-Wall St gains on hopes of stimulus-powered rebound, Boeing boost",Jun 29 2020
5,U.S. Fed's Daly says it's 'far too early' to judge recovery,Jun 29 2020
6,UPDATE 2-European shares end choppy session higher after Wall St bounce,Jun 29 2020
7,South African court sets aside three years of Eskom RCA balances,Jun 29 2020
8,UPDATE 2-Second Lebanese IMF negotiator quits ministry post,Jun 29 2020
9,Sovereign funds pile into venture capital investments in 2020,Jun 29 2020
0,"WRAPUP 1-U.S. home contracts post record jump, factory activity improves in Texas",Jun 29 2020
1,GLOBAL MARKETS-Stocks rise lead by Wall Street; sterling slides,Jun 29 2020
2,"US STOCKS-Wall St gains on hopes of stimulus-powered rebound, Boeing boost",Jun 29 2020
3,Turkey to extend coronavirus wage supports by a month,Jun 29 2020
4,CN Rail to invest C$445 mln in British Columbia in 2020,Jun 29 2020
5,UPDATE 1-Singapore central bank says it is working with police investigating Wirecard,Jun 29 2020
6,Mexican central bank sells $1.39 bln at dollar auction,Jun 29 2020
7,UPDATE 2-German yields hover near lows as COVID-19 deaths top half a million,Jun 29 2020
8,Brazil deficit almost certain to top 11% of GDP this year -treasury secretary,Jun 29 2020
9,German lawmakers conclude ECB has met court requirement on stimulus - draft document,Jun 29 2020
0,"Canadian producer prices, building permits rise in May as coronavirus effects linger",Jun 29 2020
1,"UPDATE 1-Brazil posts record budget deficit in May, will revise 2020 forecasts",Jun 29 2020
2,US STOCKS-Wall St gains as investors pin hope on stimulus-powered rebound,Jun 29 2020
3,UPDATE 2-Sterling drops 0.5% amid worries on funding to back UK spending plan,Jun 29 2020
4,CANADA STOCKS-TSX edges higher on energy gains,Jun 29 2020
5,TREASURIES-Yields steady as risk appetite improves,Jun 29 2020
6,Wirecard collapse leads to call for German parliamentary inquiry,Jun 29 2020
7,UPDATE 3-Temasek-led investor group in $250 mln vaccine bet on Germany's BioNTech,Jun 29 2020
8,Singapore central bank working with police investigating Wirecard,Jun 29 2020
9,U.S. Supreme Court gives president more power over consumer financial agency,Jun 29 2020
0,EMERGING MARKETS-Latam markets subdued; Brazil's real recovers,Jun 29 2020
1,Bankrupt Chesapeake plans to cut drilling further this year,Jun 29 2020
2,"U.S. envoy in Lebanon says ""page turned"" after interview ban",Jun 29 2020
3,"Lebanese banks raise USD withdrawal rate to 3,850 pounds/dollar",Jun 29 2020
4,"Lebanon's talks with IMF not dead but different approach needed, official who quit says",Jun 29 2020
5,"FOREX-Dollar weakens on improving risk sentiment, coronavirus concerns remain",Jun 29 2020
6,Brazil govt posts primary budget deficit of 126.6 bln reais in May - Treasury,Jun 29 2020
7,CANADA STOCKS-TSX opens higher on energy lift,Jun 29 2020
8,UPDATE 4-BP sells petchems arm for $5 bln in energy transition revamp,Jun 29 2020
9,"US STOCKS SNAPSHOT-Wall St opens higher on hopes of stimulus, rebound",Jun 29 2020
0,CANADA FX DEBT-Loonie strengthens as data shows consumer confidence rebounding,Jun 29 2020
1,ECB has shown flagship stimulus plan is proportional - FinMin Scholz,Jun 29 2020
2,"Baltic index rises on firmer capesize, supramax demand",Jun 29 2020
3,"RPT-From New York to Houston, flood risk for real estate hubs ramps up",Jun 29 2020
4,"US STOCKS-Wall St set to open higher on hopes of stimulus, rebound",Jun 29 2020
5,UPDATE 1-German inflation picks up in June,Jun 29 2020
6,Munich court appoints Wirecard insolvency manager,Jun 29 2020
7,German inflation picks up in June,Jun 29 2020
8,UPDATE 1-Malawi names former insurance executive as finance minister,Jun 29 2020
9,Online used-car seller Shift to go public through reverse merger,Jun 29 2020
0,CANADA STOCKS--TSX futures rise on higher oil prices,Jun 29 2020
1,"Brazil's Grupo Dimed plans $146 mln share offering, conversion to single stock class -report",Jun 29 2020
2,"US STOCKS-S&P, Dow futures edge higher on stimulus, rebound hopes",Jun 29 2020
3,RPT-Malawi names former insurance firm director as finance minister,Jun 29 2020
4,German lower house backs VAT cut from July 1,Jun 29 2020
5,GLOBAL MARKETS-Stocks at two-week lows as virus surge threatens reopening plans,Jun 29 2020
6,Malawi names former insurance firm director as finance minister,Jun 29 2020
7,FOREX-Dollar extends losses with focus on U.S. coronavirus cases,Jun 29 2020
8,Bundestag stimmt für Mehrwertsteuersenkung ab Juli,Jun 29 2020
9,Germany can't accurately forecast 2020 refinancing volume -agency,Jun 29 2020
0,FOCUS-Latin America's airline apocalypse signals a future with weak competition,Jun 29 2020
1,CORRECTED-Chinese companies take record 50% of global equity raising in first half of 2020,Jun 29 2020
2,CEE MARKETS-Forint extends losses on hints of fresh rate cut,Jun 29 2020
3,"CORRECTED-TABLE-Holdings of SPDR Gold rise, iShares Silver unchanged (June 25)",Jun 29 2020
4,Senior Lebanese official in IMF talks quits post,Jun 29 2020
5,British PM Johnson: we need an interventionist approach to economy,Jun 29 2020
6,UPDATE 1- TABLE-Euro zone economic sentiment improves in June,Jun 29 2020
7,Top Lebanese negotiator with IMF to quit-report,Jun 29 2020
8,UPDATE 2-Swiss National Bank steps up liquidity provision,Jun 29 2020
9,"EMERGING MARKETS-EMEA stocks dip, Turkey inches up as economic confidence improves",Jun 29 2020
0,"Sterling flattens on infrastructure spending promise, Brexit caps gains",Jun 29 2020
1,"S&P affirms China; flags risk to growth from coronavirus, tensions with U.S.",Jun 29 2020
